name,context,price,utterance_template,state_template,question_prefix,question_affect,response_prefix,task_2,is_price_space,price_type,price_rounded,closest_price_space,item
Frank,Frank bought a new electric kettle,503,It cost $503.,It cost $501.,"A friend asked him, ",Was it expensive?,"Frank said, ", Please provide the probability that Frank thinks that the electric kettle is expensive.,False,sharp,500,501,electric kettle
Matt,Matt bought a new electric kettle,503,It cost $503.,It cost $502.,"A friend asked him, ",Was it expensive?,"Matt said, ", Please provide the probability that Matt thinks that the electric kettle is expensive.,False,sharp,500,501,electric kettle
Bob,Bob bought a new electric kettle,503,It cost $503.,It cost $503.,"A friend asked him, ",Was it expensive?,"Bob said, ", Please provide the probability that Bob thinks that the electric kettle is expensive.,False,sharp,500,501,electric kettle
Victor,Victor bought a new electric kettle,997,It cost $997.,It cost $47.,"A friend asked him, ",Was it expensive?,"Victor said, ", Please provide the probability that Victor thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Fred,Fred bought a new electric kettle,997,It cost $997.,It cost $48.,"A friend asked him, ",Was it expensive?,"Fred said, ", Please provide the probability that Fred thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Patrick,Patrick bought a new electric kettle,997,It cost $997.,It cost $49.,"A friend asked him, ",Was it expensive?,"Patrick said, ", Please provide the probability that Patrick thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Robert,Robert bought a new electric kettle,997,It cost $997.,It cost $50.,"A friend asked him, ",Was it expensive?,"Robert said, ", Please provide the probability that Robert thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Matt,Matt bought a new electric kettle,997,It cost $997.,It cost $50.,"A friend asked him, ",Was it expensive?,"Matt said, ", Please provide the probability that Matt thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Luke,Luke bought a new electric kettle,997,It cost $997.,It cost $51.,"A friend asked him, ",Was it expensive?,"Luke said, ", Please provide the probability that Luke thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Fred,Fred bought a new electric kettle,997,It cost $997.,It cost $52.,"A friend asked him, ",Was it expensive?,"Fred said, ", Please provide the probability that Fred thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Patrick,Patrick bought a new electric kettle,997,It cost $997.,It cost $53.,"A friend asked him, ",Was it expensive?,"Patrick said, ", Please provide the probability that Patrick thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Victor,Victor bought a new electric kettle,997,It cost $997.,It cost $497.,"A friend asked him, ",Was it expensive?,"Victor said, ", Please provide the probability that Victor thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Albert,Albert bought a new electric kettle,997,It cost $997.,It cost $498.,"A friend asked him, ",Was it expensive?,"Albert said, ", Please provide the probability that Albert thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Fred,Fred bought a new electric kettle,997,It cost $997.,It cost $499.,"A friend asked him, ",Was it expensive?,"Fred said, ", Please provide the probability that Fred thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Charles,Charles bought a new electric kettle,997,It cost $997.,It cost $500.,"A friend asked him, ",Was it expensive?,"Charles said, ", Please provide the probability that Charles thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Kenneth,Kenneth bought a new electric kettle,997,It cost $997.,It cost $500.,"A friend asked him, ",Was it expensive?,"Kenneth said, ", Please provide the probability that Kenneth thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Steve,Steve bought a new electric kettle,997,It cost $997.,It cost $501.,"A friend asked him, ",Was it expensive?,"Steve said, ", Please provide the probability that Steve thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Steve,Steve bought a new electric kettle,997,It cost $997.,It cost $502.,"A friend asked him, ",Was it expensive?,"Steve said, ", Please provide the probability that Steve thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Nathan,Nathan bought a new electric kettle,997,It cost $997.,It cost $503.,"A friend asked him, ",Was it expensive?,"Nathan said, ", Please provide the probability that Nathan thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Tom,Tom bought a new electric kettle,997,It cost $997.,It cost $997.,"A friend asked him, ",Was it expensive?,"Tom said, ", Please provide the probability that Tom thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
George,George bought a new electric kettle,998,It cost $998.,It cost $47.,"A friend asked him, ",Was it expensive?,"George said, ", Please provide the probability that George thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Kenneth,Kenneth bought a new electric kettle,998,It cost $998.,It cost $48.,"A friend asked him, ",Was it expensive?,"Kenneth said, ", Please provide the probability that Kenneth thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Luke,Luke bought a new electric kettle,998,It cost $998.,It cost $49.,"A friend asked him, ",Was it expensive?,"Luke said, ", Please provide the probability that Luke thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Nathan,Nathan bought a new electric kettle,998,It cost $998.,It cost $50.,"A friend asked him, ",Was it expensive?,"Nathan said, ", Please provide the probability that Nathan thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Daniel,Daniel bought a new electric kettle,998,It cost $998.,It cost $50.,"A friend asked him, ",Was it expensive?,"Daniel said, ", Please provide the probability that Daniel thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Charles,Charles bought a new electric kettle,998,It cost $998.,It cost $51.,"A friend asked him, ",Was it expensive?,"Charles said, ", Please provide the probability that Charles thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Victor,Victor bought a new electric kettle,998,It cost $998.,It cost $52.,"A friend asked him, ",Was it expensive?,"Victor said, ", Please provide the probability that Victor thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Steve,Steve bought a new electric kettle,998,It cost $998.,It cost $53.,"A friend asked him, ",Was it expensive?,"Steve said, ", Please provide the probability that Steve thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Matt,Matt bought a new electric kettle,998,It cost $998.,It cost $497.,"A friend asked him, ",Was it expensive?,"Matt said, ", Please provide the probability that Matt thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Kenneth,Kenneth bought a new electric kettle,998,It cost $998.,It cost $498.,"A friend asked him, ",Was it expensive?,"Kenneth said, ", Please provide the probability that Kenneth thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Kenneth,Kenneth bought a new electric kettle,998,It cost $998.,It cost $499.,"A friend asked him, ",Was it expensive?,"Kenneth said, ", Please provide the probability that Kenneth thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Jake,Jake bought a new electric kettle,998,It cost $998.,It cost $500.,"A friend asked him, ",Was it expensive?,"Jake said, ", Please provide the probability that Jake thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Robert,Robert bought a new electric kettle,998,It cost $998.,It cost $500.,"A friend asked him, ",Was it expensive?,"Robert said, ", Please provide the probability that Robert thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Alex,Alex bought a new electric kettle,998,It cost $998.,It cost $501.,"A friend asked him, ",Was it expensive?,"Alex said, ", Please provide the probability that Alex thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Tom,Tom bought a new electric kettle,998,It cost $998.,It cost $502.,"A friend asked him, ",Was it expensive?,"Tom said, ", Please provide the probability that Tom thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
David,David bought a new electric kettle,998,It cost $998.,It cost $503.,"A friend asked him, ",Was it expensive?,"David said, ", Please provide the probability that David thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Albert,Albert bought a new electric kettle,998,It cost $998.,It cost $997.,"A friend asked him, ",Was it expensive?,"Albert said, ", Please provide the probability that Albert thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Alex,Alex bought a new electric kettle,998,It cost $998.,It cost $998.,"A friend asked him, ",Was it expensive?,"Alex said, ", Please provide the probability that Alex thinks that the electric kettle is expensive.,False,sharp,1000,1001,electric kettle
Bob,Bob bought a new electric kettle,999,It cost $999.,It cost $47.,"A friend asked him, ",Was it expensive?,"Bob said, ", Please provide the probability that Bob thinks that the electric kettle is expensive.,True,sharp,1000,1001,electric kettle
Frank,Frank bought a new electric kettle,999,It cost $999.,It cost $48.,"A friend asked him, ",Was it expensive?,"Frank said, ", Please provide the probability that Frank thinks that the electric kettle is expensive.,True,sharp,1000,1001,electric kettle
Nathan,Nathan bought a new electric kettle,999,It cost $999.,It cost $49.,"A friend asked him, ",Was it expensive?,"Nathan said, ", Please provide the probability that Nathan thinks that the electric kettle is expensive.,True,sharp,1000,1001,electric kettle
Alex,Alex bought a new electric kettle,999,It cost $999.,It cost $50.,"A friend asked him, ",Was it expensive?,"Alex said, ", Please provide the probability that Alex thinks that the electric kettle is expensive.,True,sharp,1000,1001,electric kettle
Barry,Barry bought a new electric kettle,999,It cost $999.,It cost $50.,"A friend asked him, ",Was it expensive?,"Barry said, ", Please provide the probability that Barry thinks that the electric kettle is expensive.,True,sharp,1000,1001,electric kettle
